,dataset,run,accuracy
866,PigAirwayPressure,6,0.8125
867,PigAirwayPressure,7,0.8076923076923077
868,PigAirwayPressure,8,0.7980769230769231
869,PigAirwayPressure,9,0.8028846153846154
870,PigArtPressure,0,0.9615384615384616
871,PigArtPressure,1,0.9615384615384616
872,PigArtPressure,2,0.9567307692307693
873,PigArtPressure,3,0.9615384615384616
874,PigArtPressure,4,0.9615384615384616
875,PigArtPressure,5,0.9567307692307693
876,PigArtPressure,6,0.9567307692307693
877,PigArtPressure,7,0.9471153846153846
878,PigArtPressure,8,0.9567307692307693
879,PigArtPressure,9,0.9519230769230769
880,PigCVP,0,0.9326923076923077
881,PigCVP,1,0.9326923076923077
882,PigCVP,2,0.9326923076923077
883,PigCVP,3,0.9326923076923077
884,PigCVP,4,0.9326923076923077
885,PigCVP,5,0.9326923076923077
886,PigCVP,6,0.9326923076923077
887,PigCVP,7,0.9326923076923077
888,PigCVP,8,0.9326923076923077
889,PigCVP,9,0.9326923076923077
890,Plane,0,1.0
891,Plane,1,1.0
892,Plane,2,1.0
893,Plane,3,1.0
894,Plane,4,1.0
895,Plane,5,1.0
896,Plane,6,1.0
897,Plane,7,1.0
898,Plane,8,1.0
899,Plane,9,1.0
900,PowerCons,0,0.9833333333333333
901,PowerCons,1,0.9833333333333333
902,PowerCons,2,0.9833333333333333
903,PowerCons,3,0.9833333333333333
904,PowerCons,4,0.9833333333333333
905,PowerCons,5,0.9833333333333333
906,PowerCons,6,0.9833333333333333
907,PowerCons,7,0.9833333333333333
908,PowerCons,8,0.9833333333333333
909,PowerCons,9,0.9833333333333333
910,ProximalPhalanxOutlineAgeGroup,0,0.8585365853658536
911,ProximalPhalanxOutlineAgeGroup,1,0.8390243902439024
912,ProximalPhalanxOutlineAgeGroup,2,0.8682926829268293
913,ProximalPhalanxOutlineAgeGroup,3,0.8682926829268293
914,ProximalPhalanxOutlineAgeGroup,4,0.8536585365853658
915,ProximalPhalanxOutlineAgeGroup,5,0.8585365853658536
916,ProximalPhalanxOutlineAgeGroup,6,0.8536585365853658
917,ProximalPhalanxOutlineAgeGroup,7,0.8585365853658536
918,ProximalPhalanxOutlineAgeGroup,8,0.8634146341463415
919,ProximalPhalanxOutlineAgeGroup,9,0.848780487804878
920,ProximalPhalanxOutlineCorrect,0,0.9003436426116839
921,ProximalPhalanxOutlineCorrect,1,0.8969072164948454
922,ProximalPhalanxOutlineCorrect,2,0.9037800687285223
923,ProximalPhalanxOutlineCorrect,3,0.9037800687285223
924,ProximalPhalanxOutlineCorrect,4,0.9072164948453608
925,ProximalPhalanxOutlineCorrect,5,0.9037800687285223
926,ProximalPhalanxOutlineCorrect,6,0.9140893470790378
927,ProximalPhalanxOutlineCorrect,7,0.9072164948453608
928,ProximalPhalanxOutlineCorrect,8,0.9003436426116839
929,ProximalPhalanxOutlineCorrect,9,0.9072164948453608
930,ProximalPhalanxTW,0,0.8048780487804879
931,ProximalPhalanxTW,1,0.8
932,ProximalPhalanxTW,2,0.7951219512195122
933,ProximalPhalanxTW,3,0.7951219512195122
934,ProximalPhalanxTW,4,0.8097560975609757
935,ProximalPhalanxTW,5,0.7902439024390244
936,ProximalPhalanxTW,6,0.8097560975609757
937,ProximalPhalanxTW,7,0.8048780487804879
938,ProximalPhalanxTW,8,0.8097560975609757
939,ProximalPhalanxTW,9,0.8048780487804879
940,RefrigerationDevices,0,0.5306666666666666
941,RefrigerationDevices,1,0.536
942,RefrigerationDevices,2,0.5573333333333333
943,RefrigerationDevices,3,0.5253333333333333
944,RefrigerationDevices,4,0.5333333333333333
945,RefrigerationDevices,5,0.5466666666666666
946,RefrigerationDevices,6,0.536
947,RefrigerationDevices,7,0.528
948,RefrigerationDevices,8,0.536
949,RefrigerationDevices,9,0.544
950,Rock,0,0.66
951,Rock,1,0.68
952,Rock,2,0.66
953,Rock,3,0.66
954,Rock,4,0.68
955,Rock,5,0.68
956,Rock,6,0.72
957,Rock,7,0.68
958,Rock,8,0.66
959,Rock,9,0.68
960,ScreenType,0,0.49066666666666664
961,ScreenType,1,0.49866666666666665
962,ScreenType,2,0.4746666666666667
963,ScreenType,3,0.4666666666666667
964,ScreenType,4,0.472
965,ScreenType,5,0.4613333333333333
966,ScreenType,6,0.48
967,ScreenType,7,0.47733333333333333
968,ScreenType,8,0.4826666666666667
969,ScreenType,9,0.52
970,SemgHandGenderCh2,0,0.8916666666666667
971,SemgHandGenderCh2,1,0.8883333333333333
972,SemgHandGenderCh2,2,0.8983333333333333
973,SemgHandGenderCh2,3,0.8933333333333333
974,SemgHandGenderCh2,4,0.9016666666666666
975,SemgHandGenderCh2,5,0.9016666666666666
976,SemgHandGenderCh2,6,0.9
977,SemgHandGenderCh2,7,0.8933333333333333
978,SemgHandGenderCh2,8,0.9016666666666666
979,SemgHandGenderCh2,9,0.8783333333333333
980,SemgHandMovementCh2,0,0.5822222222222222
981,SemgHandMovementCh2,1,0.5977777777777777
982,SemgHandMovementCh2,2,0.6133333333333333
983,SemgHandMovementCh2,3,0.6288888888888889
984,SemgHandMovementCh2,4,0.6044444444444445
985,SemgHandMovementCh2,5,0.5822222222222222
986,SemgHandMovementCh2,6,0.5911111111111111
987,SemgHandMovementCh2,7,0.58
988,SemgHandMovementCh2,8,0.6088888888888889
989,SemgHandMovementCh2,9,0.6
990,SemgHandSubjectCh2,0,0.8422222222222222
991,SemgHandSubjectCh2,1,0.8311111111111111
992,SemgHandSubjectCh2,2,0.84
993,SemgHandSubjectCh2,3,0.8444444444444444
994,SemgHandSubjectCh2,4,0.8466666666666667
995,SemgHandSubjectCh2,5,0.8422222222222222
996,SemgHandSubjectCh2,6,0.8644444444444445
997,SemgHandSubjectCh2,7,0.8377777777777777
998,SemgHandSubjectCh2,8,0.8444444444444444
999,SemgHandSubjectCh2,9,0.8555555555555555
1000,ShakeGestureWiimoteZ,0,0.9
1001,ShakeGestureWiimoteZ,1,0.92
1002,ShakeGestureWiimoteZ,2,0.92
1003,ShakeGestureWiimoteZ,3,0.92
1004,ShakeGestureWiimoteZ,4,0.94
1005,ShakeGestureWiimoteZ,5,0.92
1006,ShakeGestureWiimoteZ,6,0.94
1007,ShakeGestureWiimoteZ,7,0.92
1008,ShakeGestureWiimoteZ,8,0.94
1009,ShakeGestureWiimoteZ,9,0.92
1010,ShapeletSim,0,1.0
1011,ShapeletSim,1,1.0
1012,ShapeletSim,2,1.0
1013,ShapeletSim,3,1.0
1014,ShapeletSim,4,1.0
1015,ShapeletSim,5,1.0
1016,ShapeletSim,6,1.0
1017,ShapeletSim,7,1.0
1018,ShapeletSim,8,1.0
1019,ShapeletSim,9,1.0
1020,ShapesAll,0,0.9066666666666666
1021,ShapesAll,1,0.9033333333333333
1022,ShapesAll,2,0.905
1023,ShapesAll,3,0.91
1024,ShapesAll,4,0.9033333333333333
1025,ShapesAll,5,0.905
1026,ShapesAll,6,0.9033333333333333
1027,ShapesAll,7,0.9033333333333333
1028,ShapesAll,8,0.9083333333333333
1029,ShapesAll,9,0.9083333333333333
1030,SmallKitchenAppliances,0,0.8293333333333334
1031,SmallKitchenAppliances,1,0.824
1032,SmallKitchenAppliances,2,0.816
1033,SmallKitchenAppliances,3,0.824
1034,SmallKitchenAppliances,4,0.8186666666666667
1035,SmallKitchenAppliances,5,0.824
1036,SmallKitchenAppliances,6,0.8213333333333334
1037,SmallKitchenAppliances,7,0.8266666666666667
1038,SmallKitchenAppliances,8,0.824
1039,SmallKitchenAppliances,9,0.8266666666666667
1040,SmoothSubspace,0,0.9733333333333334
1041,SmoothSubspace,1,0.9733333333333334
1042,SmoothSubspace,2,0.9733333333333334
1043,SmoothSubspace,3,0.9733333333333334
1044,SmoothSubspace,4,0.9733333333333334
1045,SmoothSubspace,5,0.9733333333333334
1046,SmoothSubspace,6,0.98
1047,SmoothSubspace,7,0.9733333333333334
1048,SmoothSubspace,8,0.9733333333333334
1049,SmoothSubspace,9,0.9733333333333334
1050,SonyAIBORobotSurface1,0,0.9234608985024958
1051,SonyAIBORobotSurface1,1,0.9201331114808652
1052,SonyAIBORobotSurface1,2,0.9251247920133111
1053,SonyAIBORobotSurface1,3,0.9217970049916805
1054,SonyAIBORobotSurface1,4,0.9251247920133111
1055,SonyAIBORobotSurface1,5,0.9201331114808652
1056,SonyAIBORobotSurface1,6,0.9267886855241264
1057,SonyAIBORobotSurface1,7,0.9217970049916805
1058,SonyAIBORobotSurface1,8,0.9217970049916805
1059,SonyAIBORobotSurface1,9,0.9267886855241264
1060,SonyAIBORobotSurface2,0,0.9233997901364114
1061,SonyAIBORobotSurface2,1,0.9139559286463799
1062,SonyAIBORobotSurface2,2,0.9171038824763903
1063,SonyAIBORobotSurface2,3,0.919202518363064
1064,SonyAIBORobotSurface2,4,0.9097586568730325
1065,SonyAIBORobotSurface2,5,0.9202518363064008
1066,SonyAIBORobotSurface2,6,0.9150052465897167
1067,SonyAIBORobotSurface2,7,0.9181532004197271
1068,SonyAIBORobotSurface2,8,0.9213011542497377
1069,SonyAIBORobotSurface2,9,0.9171038824763903
1070,StarLightCurves,0,0.9810587663914522
1071,StarLightCurves,1,0.9802088392423507
1072,StarLightCurves,2,0.9810587663914522
1073,StarLightCurves,3,0.9797231665857212
1074,StarLightCurves,4,0.9799660029140359
1075,StarLightCurves,5,0.980330257406508
1076,StarLightCurves,6,0.980330257406508
1077,StarLightCurves,7,0.9804516755706654
1078,StarLightCurves,8,0.9809373482272948
1079,StarLightCurves,9,0.9805730937348227
1080,Strawberry,0,0.981081081081081
1081,Strawberry,1,0.981081081081081
1082,Strawberry,2,0.9864864864864865
1083,Strawberry,3,0.981081081081081
1084,Strawberry,4,0.981081081081081
1085,Strawberry,5,0.981081081081081
1086,Strawberry,6,0.981081081081081
1087,Strawberry,7,0.981081081081081
1088,Strawberry,8,0.981081081081081
1089,Strawberry,9,0.981081081081081
1090,SwedishLeaf,0,0.9632
1091,SwedishLeaf,1,0.968
1092,SwedishLeaf,2,0.9648
1093,SwedishLeaf,3,0.9632
1094,SwedishLeaf,4,0.9632
1095,SwedishLeaf,5,0.9616
1096,SwedishLeaf,6,0.968
1097,SwedishLeaf,7,0.9664
1098,SwedishLeaf,8,0.9648
1099,SwedishLeaf,9,0.968
1100,Symbols,0,0.9748743718592965
1101,Symbols,1,0.9748743718592965
1102,Symbols,2,0.9738693467336683
1103,Symbols,3,0.9738693467336683
1104,Symbols,4,0.9738693467336683
1105,Symbols,5,0.9728643216080402
1106,Symbols,6,0.9738693467336683
1107,Symbols,7,0.9728643216080402
1108,Symbols,8,0.9748743718592965
1109,Symbols,9,0.9738693467336683
1110,SyntheticControl,0,1.0
1111,SyntheticControl,1,1.0
1112,SyntheticControl,2,1.0
1113,SyntheticControl,3,1.0
1114,SyntheticControl,4,0.9966666666666667
1115,SyntheticControl,5,1.0
1116,SyntheticControl,6,1.0
1117,SyntheticControl,7,1.0
1118,SyntheticControl,8,1.0
1119,SyntheticControl,9,1.0
1120,ToeSegmentation1,0,0.956140350877193
1121,ToeSegmentation1,1,0.956140350877193
1122,ToeSegmentation1,2,0.9517543859649122
1123,ToeSegmentation1,3,0.9605263157894737
1124,ToeSegmentation1,4,0.9605263157894737
1125,ToeSegmentation1,5,0.956140350877193
1126,ToeSegmentation1,6,0.956140350877193
1127,ToeSegmentation1,7,0.9517543859649122
1128,ToeSegmentation1,8,0.956140350877193
1129,ToeSegmentation1,9,0.9605263157894737
1130,ToeSegmentation2,0,0.9230769230769231
1131,ToeSegmentation2,1,0.9230769230769231
1132,ToeSegmentation2,2,0.9153846153846154
1133,ToeSegmentation2,3,0.9153846153846154
1134,ToeSegmentation2,4,0.9153846153846154
1135,ToeSegmentation2,5,0.9307692307692308
1136,ToeSegmentation2,6,0.9230769230769231
1137,ToeSegmentation2,7,0.9230769230769231
1138,ToeSegmentation2,8,0.9307692307692308
1139,ToeSegmentation2,9,0.9307692307692308
1140,Trace,0,1.0
1141,Trace,1,1.0
1142,Trace,2,1.0
1143,Trace,3,1.0
1144,Trace,4,1.0
1145,Trace,5,1.0
1146,Trace,6,1.0
1147,Trace,7,1.0
1148,Trace,8,1.0
1149,Trace,9,1.0
1150,TwoLeadECG,0,0.9991220368744512
1151,TwoLeadECG,1,0.9991220368744512
1152,TwoLeadECG,2,0.9991220368744512
1153,TwoLeadECG,3,0.9991220368744512
1154,TwoLeadECG,4,0.9991220368744512
1155,TwoLeadECG,5,0.9991220368744512
1156,TwoLeadECG,6,0.9991220368744512
1157,TwoLeadECG,7,0.9991220368744512
1158,TwoLeadECG,8,0.9991220368744512
1159,TwoLeadECG,9,0.9991220368744512
1160,TwoPatterns,0,1.0
1161,TwoPatterns,1,1.0
1162,TwoPatterns,2,1.0
1163,TwoPatterns,3,1.0
1164,TwoPatterns,4,1.0
1165,TwoPatterns,5,1.0
1166,TwoPatterns,6,1.0
1167,TwoPatterns,7,1.0
1168,TwoPatterns,8,1.0
1169,TwoPatterns,9,1.0
1170,UMD,0,0.9861111111111112
1171,UMD,1,0.9861111111111112
1172,UMD,2,0.9861111111111112
1173,UMD,3,0.9861111111111112
1174,UMD,4,0.9861111111111112
1175,UMD,5,0.9861111111111112
1176,UMD,6,0.9861111111111112
1177,UMD,7,0.9861111111111112
1178,UMD,8,0.9861111111111112
1179,UMD,9,0.9861111111111112
1180,UWaveGestureLibraryAll,0,0.9748743718592965
1181,UWaveGestureLibraryAll,1,0.9751535455053043
1182,UWaveGestureLibraryAll,2,0.9759910664433278
1183,UWaveGestureLibraryAll,3,0.9768285873813513
1184,UWaveGestureLibraryAll,4,0.97571189279732
1185,UWaveGestureLibraryAll,5,0.9759910664433278
1186,UWaveGestureLibraryAll,6,0.974036850921273
1187,UWaveGestureLibraryAll,7,0.9762702400893356
1188,UWaveGestureLibraryAll,8,0.9762702400893356
1189,UWaveGestureLibraryAll,9,0.9762702400893356
1190,UWaveGestureLibraryX,0,0.8534338358458962
1191,UWaveGestureLibraryX,1,0.8556672250139586
1192,UWaveGestureLibraryX,2,0.8565047459519821
1193,UWaveGestureLibraryX,3,0.853713009491904
1194,UWaveGestureLibraryX,4,0.8542713567839196
1195,UWaveGestureLibraryX,5,0.8514796203238414
1196,UWaveGestureLibraryX,6,0.855108877721943
1197,UWaveGestureLibraryX,7,0.8567839195979899
1198,UWaveGestureLibraryX,8,0.8562255723059743
1199,UWaveGestureLibraryX,9,0.8528754885538805
1200,UWaveGestureLibraryY,0,0.77749860413177
1201,UWaveGestureLibraryY,1,0.7791736460078169
1202,UWaveGestureLibraryY,2,0.7794528196538246
1203,UWaveGestureLibraryY,3,0.7797319932998324
1204,UWaveGestureLibraryY,4,0.77749860413177
1205,UWaveGestureLibraryY,5,0.7783361250697934
1206,UWaveGestureLibraryY,6,0.7766610831937465
1207,UWaveGestureLibraryY,7,0.7780569514237856
1208,UWaveGestureLibraryY,8,0.7800111669458403
1209,UWaveGestureLibraryY,9,0.77749860413177
1210,UWaveGestureLibraryZ,0,0.7953657174762703
1211,UWaveGestureLibraryZ,1,0.7936906756002233
1212,UWaveGestureLibraryZ,2,0.7931323283082077
1213,UWaveGestureLibraryZ,3,0.7959240647682859
1214,UWaveGestureLibraryZ,4,0.7920156337241765
1215,UWaveGestureLibraryZ,5,0.7936906756002233
1216,UWaveGestureLibraryZ,6,0.7920156337241765
1217,UWaveGestureLibraryZ,7,0.7950865438302624
1218,UWaveGestureLibraryZ,8,0.794249022892239
1219,UWaveGestureLibraryZ,9,0.7970407593523171
1220,Wafer,0,0.9982154445165476
1221,Wafer,1,0.9985399091499026
1222,Wafer,2,0.9983776768332252
1223,Wafer,3,0.9974042829331603
1224,Wafer,4,0.9985399091499026
1225,Wafer,5,0.9987021414665801
1226,Wafer,6,0.9982154445165476
1227,Wafer,7,0.9987021414665801
1228,Wafer,8,0.9982154445165476
1229,Wafer,9,0.9982154445165476
1230,Wine,0,0.8518518518518519
1231,Wine,1,0.7777777777777778
1232,Wine,2,0.8148148148148148
1233,Wine,3,0.8148148148148148
1234,Wine,4,0.8148148148148148
1235,Wine,5,0.7777777777777778
1236,Wine,6,0.8518518518518519
1237,Wine,7,0.7962962962962963
1238,Wine,8,0.8518518518518519
1239,Wine,9,0.8148148148148148
1240,WordSynonyms,0,0.7523510971786834
1241,WordSynonyms,1,0.7507836990595611
1242,WordSynonyms,2,0.7554858934169278
1243,WordSynonyms,3,0.7460815047021944
1244,WordSynonyms,4,0.7523510971786834
1245,WordSynonyms,5,0.7539184952978056
1246,WordSynonyms,6,0.7429467084639498
1247,WordSynonyms,7,0.7460815047021944
1248,WordSynonyms,8,0.7507836990595611
1249,WordSynonyms,9,0.7523510971786834
1250,Worms,0,0.7532467532467533
1251,Worms,1,0.7272727272727273
1252,Worms,2,0.7142857142857143
1253,Worms,3,0.7272727272727273
1254,Worms,4,0.7272727272727273
1255,Worms,5,0.7142857142857143
1256,Worms,6,0.7272727272727273
1257,Worms,7,0.7532467532467533
1258,Worms,8,0.7272727272727273
1259,Worms,9,0.7142857142857143
1260,WormsTwoClass,0,0.7922077922077922
1261,WormsTwoClass,1,0.7922077922077922
1262,WormsTwoClass,2,0.7922077922077922
1263,WormsTwoClass,3,0.7792207792207793
1264,WormsTwoClass,4,0.7792207792207793
1265,WormsTwoClass,5,0.8051948051948052
1266,WormsTwoClass,6,0.8051948051948052
1267,WormsTwoClass,7,0.8051948051948052
1268,WormsTwoClass,8,0.7922077922077922
1269,WormsTwoClass,9,0.7792207792207793
1270,Yoga,0,0.9056666666666666
1271,Yoga,1,0.9056666666666666
1272,Yoga,2,0.9106666666666666
1273,Yoga,3,0.905
1274,Yoga,4,0.91
1275,Yoga,5,0.9093333333333333
1276,Yoga,6,0.914
1277,Yoga,7,0.9073333333333333
1278,Yoga,8,0.91
1279,Yoga,9,0.9103333333333333
